year,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
2015,3.0543,1033.9,84.957,3.0913,21.799,1067.9,549.83,126.35,11.367,3.9442,70.357
2015,12.267,1005.8,66.532,3.1685,25.211,1074.4,550.03,130.45,11.634,4.6053,67.144
2013,11.994,1005.8,93.82,2.5052,18.939,1051.3,548.99,109.16,10.301,7.6762,87.806
2014,25.463,1016.6,52.927,4.627,31.434,1100.0,541.14,153.23,13.492,1.4307,56.842
2012,5.6602,1018.3,86.968,3.8404,21.079,1028.5,523.86,112.02,10.963,43.428,99.237
2011,9.2785,1020.3,99.087,4.4709,24.097,1085.9,550.43,133.93,11.802,1.5255,75.021
2011,27.404,1018.4,52.175,3.879,25.758,1093.2,550.11,133.83,12.232,0.66644,66.661
2012,22.315,1003.6,93.256,3.8768,20.147,1057.5,549.93,110.77,10.445,5.0591,53.066
2013,24.054,1010.7,77.408,4.2633,22.685,1036.2,526.76,109.67,11.15,35.045,74.376
2015,16.017,1015.2,73.502,3.1006,22.007,1065.6,550.0,122.04,11.21,3.2924,56.472
2015,5.5855,1018.8,66.824,3.0238,23.688,1069.4,549.79,127.75,11.45,3.884,76.466
2015,7.1961,1009.9,65.087,2.7265,22.157,1059.1,544.67,123.81,11.25,6.7175,95.788
2013,29.912,1011.4,58.424,5.4926,28.186,1097.5,545.38,140.96,12.684,1.6908,63.836
2015,33.867,1008.6,37.809,4.2913,26.954,1088.2,548.17,133.52,12.383,2.152,58.213
2014,10.511,1015.3,79.672,3.2751,27.633,1098.2,549.27,149.06,12.822,2.6078,70.829
2012,7.3346,1007.7,86.45,4.0771,23.65,1083.1,549.96,133.68,11.858,1.7781,80.528
2015,21.741,1007.2,74.782,4.1321,30.159,1100.1,544.84,149.75,13.232,1.3787,53.54
2012,13.96,1013.2,85.863,4.2266,24.207,1085.5,550.03,132.76,11.839,1.1681,66.312
2015,14.667,1010.9,86.982,3.3167,23.769,1076.3,550.07,130.42,11.759,2.0913,51.812
2011,17.915,1007.0,73.919,3.6831,25.165,1089.2,549.84,134.34,11.992,1.1038,72.293
2014,23.134,1010.6,75.799,5.3645,31.122,1099.8,542.6,149.89,13.353,1.3212,54.19
2014,22.109,1010.0,79.728,3.856,24.552,1076.3,550.14,128.09,11.787,1.9095,54.075
2015,9.9418,1017.7,75.717,3.0744,24.149,1078.9,550.14,133.92,11.825,3.4303,69.515
2011,31.726,1006.5,54.299,3.5678,22.787,1074.8,549.76,119.72,11.313,0.96626,53.504
2014,17.338,1008.5,99.427,4.8683,31.113,1099.9,542.59,152.73,13.377,1.1918,59.139
2011,14.225,1023.6,69.305,4.8982,31.7,1100.3,528.82,159.39,14.06,0.78177,65.694
2012,19.619,1002.3,66.912,4.1034,19.991,1056.6,550.01,110.72,10.472,2.8084,70.281
2014,13.963,1002.9,94.926,3.7347,24.803,1078.8,549.96,133.83,11.909,1.1917,63.832
2012,5.938,1025.5,91.866,4.2657,20.751,1064.7,549.99,117.55,10.981,3.2447,101.87
2011,15.979,1019.8,64.065,4.8763,31.528,1100.0,532.13,156.38,13.763,0.99337,68.921
2015,17.762,1017.2,58.547,3.4841,26.71,1086.5,550.03,137.25,12.157,2.9512,62.637
2014,27.485,1011.9,55.962,4.4199,29.106,1091.6,544.13,141.97,12.864,1.4769,55.974
2011,19.501,1003.8,89.45,4.4161,30.679,1100.3,537.56,152.94,13.436,0.88643,60.508
2011,20.001,1007.6,62.092,5.7349,31.291,1099.8,534.93,154.95,13.552,1.4638,64.024
2012,24.468,1006.0,72.551,3.6992,19.839,1057.2,549.97,109.44,10.537,4.2995,52.156
2011,27.225,1015.8,57.642,4.1296,25.894,1093.7,549.59,133.75,12.3,1.2237,66.326
2013,11.728,1009.7,96.805,2.5973,19.176,1052.7,550.19,109.72,10.307,2.9126,60.265
2012,5.7278,1010.1,55.004,5.7168,33.937,1100.0,526.18,165.83,14.205,0.53815,69.984
2013,23.607,1011.0,69.893,3.6883,25.213,1088.6,550.16,131.66,12.066,1.2579,60.58
2015,11.759,1017.3,78.903,3.4098,27.06,1085.1,550.14,138.18,12.235,2.7941,59.899
2013,15.599,1020.4,86.015,3.9355,31.575,1099.9,535.26,154.25,13.573,0.73059,72.045
2015,15.691,1002.9,88.057,2.8051,20.766,1045.8,550.0,108.26,10.35,3.1639,59.363
2011,23.514,1016.9,57.227,4.8377,30.496,1099.8,535.35,152.87,13.48,1.1886,61.999
2015,26.282,1015.2,77.114,4.3136,29.632,1099.9,545.39,147.07,13.157,1.6348,50.388
2012,22.413,1014.2,69.201,3.4228,20.423,1061.0,550.01,111.74,10.622,3.501,54.51
2014,27.937,1006.2,71.242,4.1749,25.357,1078.9,550.06,127.68,11.823,1.6807,51.566
2015,29.053,1010.4,56.689,4.3808,30.297,1100.1,544.22,148.53,13.296,1.1639,48.653
2015,2.9522,1031.5,81.622,3.2203,22.85,1073.9,550.14,130.18,11.678,3.8318,68.809
2011,16.334,1024.3,62.057,4.8725,31.071,1099.9,531.09,156.77,13.92,0.8438,67.612
2013,15.445,1008.8,93.814,4.4826,31.529,1100.0,534.06,155.23,13.669,0.5392,59.39
2013,32.704,1010.2,35.104,4.7927,26.622,1095.6,549.65,133.23,12.296,1.0212,72.896
2014,11.487,1017.7,96.392,3.5638,24.863,1077.4,550.14,133.81,11.945,1.3415,58.532
2013,22.555,1012.3,94.346,4.8387,25.881,1093.1,549.97,135.82,12.233,0.20156,58.755
2012,8.3858,1014.2,87.464,5.9259,32.814,1100.1,530.36,161.57,13.819,0.53798,68.934
2015,11.406,1020.3,72.591,2.5865,18.03,1026.7,539.39,102.24,10.228,13.236,101.84
2015,24.859,1008.9,62.196,3.8722,28.144,1097.6,549.76,142.63,12.713,2.0193,57.924
2014,28.05,1011.1,65.222,4.0376,25.184,1078.8,550.0,128.0,11.819,1.5405,54.508
2015,10.069,1021.8,77.874,4.152,35.835,1099.8,531.72,162.43,14.079,2.9949,51.483
2014,23.525,1009.7,82.621,4.25,27.782,1093.4,549.94,141.08,12.554,1.5019,58.537
2015,12.082,1013.3,70.08,2.5319,19.841,1042.5,548.7,107.61,10.318,5.2302,77.321
2011,26.837,1011.5,58.73,4.0851,25.805,1092.7,549.67,133.78,12.217,2.6523,67.347
2015,25.165,1009.2,64.411,3.6826,24.974,1080.4,549.9,130.21,12.007,1.7387,55.78
2014,16.949,1012.6,76.748,3.7633,25.935,1090.8,549.88,135.39,12.015,0.98648,62.724
2015,20.576,1014.6,90.899,3.8775,24.682,1080.5,549.59,131.44,11.858,1.8968,52.145
2012,34.831,1010.3,42.882,4.8615,29.54,1099.8,543.36,144.11,13.064,1.7753,64.291
2015,19.408,1003.2,76.778,3.6917,27.33,1092.8,549.88,142.03,12.475,1.9189,54.335
2014,11.392,1022.0,92.172,3.3359,25.245,1078.8,549.9,135.04,12.006,0.11124,86.161
2011,22.701,1017.5,64.737,4.7304,29.348,1100.0,539.4,147.71,13.299,1.1145,65.13
2012,17.884,1010.2,88.285,4.9166,30.38,1099.9,536.64,153.36,13.401,1.1484,69.211
2012,21.237,1007.5,71.041,4.9572,25.108,1088.0,550.26,132.7,11.946,0.64257,67.89
2011,20.989,1005.1,80.992,3.7062,25.091,1088.3,549.64,134.04,12.001,1.2723,67.065
2012,30.71,1007.2,67.288,4.2845,26.259,1092.5,549.69,132.78,12.201,1.901,62.99
2015,4.3889,1021.2,88.748,4.6674,33.457,1099.9,530.66,164.68,14.186,1.9388,49.208
2012,17.168,1015.3,83.152,3.5539,20.413,1061.5,549.93,114.21,10.708,4.4319,67.094
2012,10.853,1020.0,74.452,4.6566,24.355,1086.4,550.29,134.5,11.818,0.98222,77.755
2014,14.215,1001.4,87.287,3.6851,25.994,1080.2,550.14,135.51,11.924,0.78461,67.529
2015,11.299,1012.3,78.555,3.1107,22.139,1066.0,549.91,124.01,11.226,3.3475,60.817
2013,12.932,1001.7,87.312,3.1348,23.964,1083.4,549.83,132.68,11.782,3.2992,78.423
2011,13.437,1009.2,100.12,3.1622,18.969,1053.8,549.86,110.47,10.315,3.6846,69.039
2012,22.89,1009.2,93.668,4.5594,25.776,1091.4,549.8,134.64,12.251,2.0663,62.801
2012,8.1108,1017.2,73.6,4.5132,24.225,1085.0,549.65,134.69,11.798,1.7373,90.708
2015,27.581,1014.9,65.445,4.3931,30.141,1099.0,543.43,147.77,13.258,1.7435,51.004
2012,22.914,1008.0,94.328,3.5444,20.296,1059.9,549.88,111.81,10.566,4.3641,50.812
2014,11.921,1008.8,100.05,4.1829,24.825,1078.9,549.95,134.39,11.827,1.6899,63.734
2015,28.033,1008.7,45.289,4.0609,27.876,1096.1,549.73,140.37,12.674,1.1757,59.078
2011,9.9604,1014.9,76.949,4.005,23.801,1084.9,549.59,133.9,11.828,0.82534,76.823
2013,21.487,1013.9,95.555,3.2554,19.833,1057.9,549.99,109.99,10.526,4.4523,53.176
2011,14.925,1007.2,72.351,5.3704,31.261,1099.9,534.16,155.64,13.638,1.7795,71.423
2013,19.475,1027.6,56.851,3.2477,25.324,1090.0,550.15,133.6,11.977,3.0882,93.565
2013,18.002,1015.2,85.746,4.1552,19.624,1057.7,550.05,110.69,10.457,7.4019,83.724
2012,26.439,1005.9,76.105,4.3483,26.218,1093.2,550.08,134.73,12.252,4.2982,68.749
2013,22.811,1009.7,82.994,3.675,25.065,1087.9,549.98,131.4,12.019,1.919,62.811
2015,0.80927,1021.8,73.877,2.8321,20.711,1048.5,543.44,117.18,10.877,9.5885,100.91
2015,18.092,1018.6,76.694,3.3374,24.278,1079.1,550.15,131.0,11.908,2.3488,49.899
2012,25.413,1012.1,85.986,4.0816,25.479,1089.2,550.12,132.27,12.059,1.7761,58.599
2015,16.771,1026.8,75.158,2.6098,18.174,1031.4,542.56,101.21,10.112,10.823,82.89
2013,32.369,1011.2,34.541,5.4105,29.941,1098.2,540.07,144.82,13.151,1.1979,70.634
2015,32.558,1008.9,52.692,4.3323,29.582,1099.9,547.26,145.55,13.041,1.7909,55.849
2014,18.811,1013.3,76.781,3.7557,26.132,1090.8,549.99,134.88,12.105,1.3563,63.7
2013,10.169,1020.7,72.396,4.1254,31.638,1099.9,533.22,157.23,13.765,1.3706,73.32
2015,19.856,1015.6,70.009,3.7452,24.23,1078.7,550.16,130.38,11.794,1.8702,58.478
2011,8.7158,1029.3,85.731,5.5036,33.067,1099.9,525.6,164.16,14.204,1.7274,64.793
2011,25.905,1010.1,50.896,3.7455,25.552,1092.2,550.03,133.72,12.15,0.7278,68.449
2011,6.7431,1014.5,96.801,4.1579,23.687,1085.2,549.73,134.33,11.962,0.40679,77.735
2014,24.97,1016.0,65.028,4.7547,30.513,1100.0,544.29,150.57,13.304,1.0853,53.604
2013,27.4,1013.6,58.604,4.3051,24.089,1083.1,549.86,126.13,11.829,2.2484,60.101
2012,16.18,986.78,91.271,6.1409,31.538,1100.0,537.0,154.86,13.425,0.19455,67.376
2013,12.706,1020.8,91.924,3.1253,24.448,1084.8,549.16,133.29,11.939,1.1279,63.528
2012,22.531,1015.0,81.394,3.5235,21.387,1065.7,549.99,115.47,11.007,4.2511,56.268
2015,16.807,1019.6,69.522,3.2954,21.578,1062.6,550.04,119.53,11.085,3.3444,57.451
2011,21.164,1006.9,86.649,3.0801,19.955,1058.8,550.08,111.74,10.468,1.7362,55.143
2015,23.006,1007.6,86.722,4.4101,30.058,1099.9,544.85,148.23,13.243,0.85968,53.622
2012,8.3781,1014.4,87.131,6.0099,33.592,1100.2,528.09,162.97,14.097,0.46928,68.379
2013,15.329,1019.7,69.796,3.2791,25.285,1089.4,550.31,135.0,12.012,1.257,69.073
2013,11.1,1005.5,100.16,3.1654,24.047,1083.5,549.64,133.43,11.859,2.3948,74.365
2012,26.741,1015.4,60.975,4.1101,25.814,1091.9,550.42,133.87,12.115,1.5849,67.892
2012,27.159,1011.2,67.381,4.1283,25.571,1090.0,550.36,132.84,12.155,1.0225,65.851
2012,26.103,1014.8,66.454,4.2032,25.865,1092.4,550.02,133.75,12.186,1.5131,65.904
2011,6.5748,1016.6,89.068,3.7691,23.534,1084.5,549.91,135.01,11.815,1.632,79.534
2012,9.5155,1028.5,74.714,5.8194,33.627,1099.8,526.77,162.34,14.123,1.9864,72.275
2014,25.209,1012.2,72.729,4.1459,25.072,1079.0,549.66,128.06,11.883,1.5444,52.92
2013,12.76,1009.1,100.14,2.7996,18.974,1051.2,549.88,108.29,10.241,3.0685,61.389
2014,19.249,1012.4,69.136,3.7695,25.409,1081.7,550.03,134.13,12.068,1.8257,65.276
2014,16.006,1011.9,83.637,3.6205,25.732,1080.1,550.07,134.9,12.02,1.346,58.792
2014,19.424,1011.4,99.15,5.3111,30.779,1100.2,543.07,150.1,13.294,1.1854,55.408
2014,32.071,1010.6,62.181,4.9222,29.809,1100.0,547.56,144.77,12.998,1.7337,56.072
2015,13.323,1014.7,39.851,3.417,29.624,1081.6,550.35,134.63,11.965,3.4073,70.258
2012,0.86433,1004.8,84.945,5.0799,28.943,1078.3,530.46,147.56,12.835,2.8935,90.49
2015,11.292,1018.0,90.143,3.5823,23.551,1076.8,549.73,131.37,11.826,2.6853,57.487
2014,9.1293,1021.4,62.247,4.0222,34.857,1099.9,532.97,161.71,14.027,2.101,58.27
2015,28.193,1015.4,50.862,4.2173,30.222,1099.9,543.88,149.17,13.268,1.9017,51.561
2015,16.562,1010.5,83.432,2.6615,18.219,1041.0,550.16,103.99,10.131,5.794,58.266
2014,26.608,1003.8,90.014,4.2004,25.597,1080.8,550.19,129.58,11.844,1.8168,49.461
2013,11.092,1016.5,95.527,4.1709,33.099,1100.0,527.8,162.06,14.116,1.701,68.24
2012,25.387,1006.8,55.027,4.7465,22.447,1072.1,550.14,120.65,11.286,2.0297,68.674
2012,3.5532,1027.3,90.871,4.2162,21.464,1041.2,531.68,117.76,10.984,8.8254,106.84
2013,26.499,1010.7,60.116,3.7712,20.221,1057.8,550.04,108.04,10.482,4.2602,56.705
2013,14.883,1021.4,85.663,3.2457,25.291,1081.4,549.34,135.17,12.056,1.3783,64.953
2012,11.34,1014.7,74.867,4.7941,25.461,1090.8,549.85,138.49,12.111,0.96741,78.903
2014,25.256,1008.5,86.915,4.107,25.279,1079.1,549.87,128.85,11.912,1.7228,47.999
2014,15.208,1016.2,71.086,2.788,24.577,1067.3,549.87,123.87,11.227,1.5433,59.574
2012,13.74,1005.2,72.164,3.9883,19.433,1055.0,549.9,111.06,10.285,3.0688,78.957
2011,28.184,1009.2,56.045,4.416,30.403,1100.2,538.51,149.66,13.342,0.74357,58.28
2011,26.14,1010.9,58.776,3.9095,25.655,1092.3,550.41,133.76,12.3,0.59379,62.915
2012,23.164,1008.1,93.307,4.2626,25.335,1088.2,550.3,132.76,11.976,1.9286,58.55
2013,20.032,990.52,52.779,2.9454,20.205,1056.1,550.0,109.73,10.497,3.8571,74.815
2013,16.887,1005.7,81.258,2.6773,19.656,1055.9,550.08,110.56,10.532,4.6125,63.657
2011,9.9078,1026.1,65.923,3.3126,19.366,1024.5,527.21,108.08,10.506,20.271,105.66
2011,6.9188,1014.5,89.859,3.6367,23.733,1085.4,549.9,133.69,11.789,0.77359,82.778
2013,15.448,1000.6,80.352,3.2341,24.7,1086.2,549.83,133.84,11.856,1.6289,74.417
2013,28.5,1006.6,51.402,4.7888,25.846,1090.8,550.38,131.46,12.121,1.062,66.013
2014,24.011,1009.2,95.788,4.1406,25.121,1078.6,550.02,129.23,11.935,2.0886,48.439
2014,17.337,1012.0,85.518,3.7819,25.741,1088.8,550.04,134.08,12.002,1.1885,61.498
2012,23.237,1018.2,71.694,4.3064,25.573,1091.7,550.33,133.64,12.15,1.9951,66.323
2012,26.981,1016.4,72.752,4.1084,23.501,1078.0,549.25,122.99,11.505,3.4551,57.123
2013,13.083,1015.0,79.449,3.2442,24.093,1084.3,550.05,131.6,11.744,2.3315,80.559
2015,5.5457,1015.8,80.155,2.5489,21.29,1041.2,545.54,110.3,10.424,7.3654,77.364
2015,21.178,1017.5,77.227,4.3208,30.976,1099.9,540.45,151.85,13.529,1.2858,47.335
2015,18.978,1007.3,79.38,3.3722,24.592,1078.8,549.88,131.35,11.914,2.5668,53.484
2012,26.8,1011.4,75.994,3.7543,20.788,1062.1,550.17,111.2,10.718,3.9903,49.07
2014,18.41,1004.5,88.826,4.6644,31.268,1100.0,541.89,153.41,13.409,1.1669,68.396
2014,16.533,1011.3,98.366,4.2087,24.658,1078.4,549.93,132.26,11.842,1.4531,61.172
2011,11.205,1018.6,95.731,4.4064,24.614,1088.1,549.98,135.89,11.953,1.4165,75.667
2012,6.7563,1010.7,96.904,6.3701,33.365,1100.0,527.81,164.22,14.122,0.68211,83.198
2011,28.524,1011.5,57.036,4.2101,26.121,1093.0,549.13,133.18,12.351,0.74232,62.703
2013,15.856,1002.1,99.493,2.5962,20.211,1057.4,550.01,111.58,10.465,5.0469,71.149
2013,18.874,1016.8,94.122,2.8527,19.465,1055.3,549.94,108.53,10.369,4.9359,58.571
2014,16.647,1009.1,84.474,3.0826,20.075,1050.5,550.22,111.5,10.483,4.7578,66.378
2012,27.38,1016.0,61.187,4.4077,25.971,1093.6,550.11,133.74,12.238,1.0507,67.039
2013,12.301,996.22,89.149,2.5434,18.975,1050.6,549.15,109.02,10.311,5.1961,78.316
2012,26.589,1014.1,61.018,4.0759,23.81,1080.9,549.67,125.3,11.6,1.8944,61.522
2015,22.73,1009.1,74.093,4.26,30.123,1099.9,544.55,149.27,13.268,1.5431,52.044
2013,23.708,1020.6,76.961,3.7316,29.059,1099.8,544.41,144.32,12.97,1.2625,101.87
2015,14.113,1019.8,69.906,2.5787,18.525,1042.1,547.53,107.0,10.264,6.6272,65.624
2012,20.401,985.85,59.854,5.7456,30.095,1100.1,541.99,148.14,13.086,0.73682,79.053
2015,16.782,1007.4,78.424,4.2429,30.928,1100.0,541.5,153.61,13.458,1.413,54.751
2013,11.056,1018.3,70.087,4.3095,33.343,1100.1,526.81,162.02,14.12,0.46489,69.745
2013,4.6359,1021.1,89.649,2.7689,21.087,1067.6,549.89,121.75,11.018,2.4267,65.916
2015,8.7136,1024.8,71.354,4.1306,33.289,1100.1,532.64,161.9,14.044,2.6918,58.217
2014,21.551,1019.4,69.212,4.5744,25.126,1081.7,549.82,130.69,11.999,1.7304,56.868
2014,29.32,1006.3,62.227,4.1725,25.533,1080.4,550.07,128.45,11.949,1.9681,56.696
2013,25.273,1015.6,76.269,6.5124,30.765,1100.0,537.63,148.87,13.395,0.74221,55.014
2015,15.976,1016.7,62.792,3.4596,27.755,1084.3,549.78,136.06,12.194,3.4232,65.006
2012,10.616,998.29,100.14,4.6269,24.461,1084.1,550.15,133.72,11.784,1.5232,74.606
2015,21.635,1015.7,62.148,2.7356,20.482,1049.4,550.3,108.43,10.462,4.5313,52.269
2011,20.518,1007.5,89.969,2.8639,17.939,1046.6,549.62,102.78,10.064,5.1255,71.576
2011,20.29,1012.6,76.162,3.9306,27.901,1093.6,542.96,143.63,12.673,0.79203,60.021
2013,13.185,1013.1,81.798,4.2257,31.455,1099.9,533.72,156.14,13.639,0.85764,65.77
2015,22.193,1006.4,74.403,4.3733,30.215,1100.3,544.27,149.86,13.251,1.2449,58.03
2015,27.6,1010.5,54.388,3.9039,25.344,1083.1,550.08,130.91,12.023,1.5725,58.032
2011,7.1878,1020.3,82.389,4.2138,28.507,1091.5,536.99,149.68,13.057,1.1073,76.661
2014,21.68,1009.5,70.09,5.0659,28.568,1098.4,549.66,143.48,12.825,1.5155,64.007
2014,23.332,1009.6,83.418,4.8031,31.657,1100.0,540.93,151.91,13.448,1.5074,56.335
2012,17.737,1024.9,62.859,4.4611,22.749,1076.0,550.17,124.45,11.393,1.6641,76.234
2012,28.578,1012.2,71.459,4.246,26.317,1093.6,549.89,133.88,12.246,1.6146,64.424
2012,19.13,1015.2,89.927,3.9567,22.996,1076.4,550.27,124.1,11.408,4.2833,66.402
2014,3.7777,1014.2,92.955,3.5326,24.845,1085.9,550.39,136.77,11.811,1.2838,66.391
2015,15.339,1019.1,80.088,3.2643,23.81,1077.3,550.03,130.67,11.813,2.2061,49.667
2011,12.173,1019.7,76.396,5.0547,32.104,1100.1,529.69,159.92,13.938,1.2084,66.11
2014,29.763,1009.7,59.749,4.0803,25.389,1080.2,550.11,127.9,11.861,1.0937,45.974
2013,16.796,1021.2,79.458,4.0602,32.014,1100.0,533.33,155.3,13.685,1.2272,70.754
2011,15.423,1023.7,70.59,3.1464,18.656,1028.7,532.97,103.81,10.323,13.126,110.78
2014,16.444,1005.7,74.685,3.0794,19.212,1038.5,545.2,106.35,10.237,5.3101,80.72
2012,28.692,1008.9,74.96,4.2622,26.3,1093.0,550.01,133.82,12.218,1.7005,62.383
2014,24.461,1013.4,73.022,5.1431,30.443,1100.1,544.4,148.5,13.27,1.0389,52.124
2014,10.808,1017.6,82.792,3.5591,25.156,1078.6,549.99,134.88,11.971,1.2274,63.268
2015,7.24,1024.2,73.888,4.5897,33.071,1099.2,530.95,162.7,14.124,2.4253,50.296
2011,22.095,1009.7,88.111,3.7314,25.463,1091.0,550.02,134.31,12.011,0.75842,60.809
2014,15.762,1003.5,86.003,4.4803,31.706,1099.9,543.1,153.35,13.405,1.2669,86.396
2011,9.0924,1030.6,68.059,3.9494,23.452,1085.4,550.1,133.77,11.981,1.7362,82.045
2011,19.511,1008.1,84.435,3.9477,25.386,1091.5,550.12,135.76,12.175,0.46087,65.225
2014,22.78,1009.2,93.475,3.5566,20.314,1051.9,550.12,109.77,10.495,4.4583,50.715
2014,22.833,1019.6,77.086,4.2103,22.879,1068.1,550.07,120.72,11.402,2.4846,54.978
2014,6.7727,995.72,100.09,2.9982,21.146,1054.3,550.35,119.15,10.86,1.1831,58.586
2011,12.716,1014.3,84.082,3.8794,24.263,1086.0,550.33,133.66,11.886,0.81178,74.101
2013,22.655,1002.1,70.978,3.7011,24.417,1083.4,549.95,129.52,11.778,2.1539,64.004
2015,14.667,1014.3,73.793,3.3991,24.97,1083.0,550.23,135.42,12.148,2.505,62.475
2014,8.332,1012.9,96.856,3.7499,25.226,1086.9,549.81,135.81,11.872,1.4763,62.664
2014,17.316,1011.4,91.508,3.6032,24.132,1074.7,549.98,129.25,11.643,1.8268,59.367
2012,28.823,1012.5,59.301,4.6516,26.697,1096.4,549.63,135.69,12.43,1.6306,66.906
2011,13.585,1010.2,89.664,3.9199,24.507,1087.0,549.95,134.78,11.868,1.1288,71.948
2015,0.48596,1017.8,72.909,2.9611,23.865,1073.5,550.07,132.15,11.57,3.0545,83.888
2012,28.403,1012.4,52.461,4.2349,26.085,1093.0,550.31,133.82,12.169,2.3454,85.279
2011,11.573,1014.4,100.14,4.3535,24.388,1086.9,549.98,134.52,11.957,1.5281,73.509
2011,6.8998,1023.4,82.083,4.2331,23.768,1087.2,550.22,133.67,11.919,2.0787,85.404
2011,29.392,1009.5,54.392,3.934,25.816,1092.7,550.37,134.28,12.303,0.35476,64.771
2012,31.475,1009.0,57.518,4.4583,26.769,1096.1,549.95,134.83,12.366,1.8577,67.294
2012,9.5545,1015.8,91.394,2.7334,23.766,1083.1,550.01,133.38,11.811,1.5482,66.071
2011,11.06,1016.7,89.988,4.3781,23.893,1085.1,550.13,133.69,11.758,1.2808,76.069
2011,9.9367,1011.7,94.682,4.137,23.746,1084.0,549.93,133.73,11.768,0.7338,75.166
2015,9.8723,1017.4,56.245,3.1672,26.684,1074.9,549.84,130.72,11.617,3.6304,75.203
2013,14.624,1022.5,85.944,3.9104,31.101,1096.2,538.86,153.91,13.508,1.1342,80.078
2011,15.075,1021.4,79.279,3.9842,24.482,1088.1,550.15,133.65,11.854,1.9933,77.396
2012,16.615,1013.9,80.331,4.7541,24.486,1085.7,550.17,132.06,11.844,1.1276,72.883
2013,6.1559,1012.4,92.045,3.012,23.741,1083.3,550.03,134.11,11.733,2.578,83.831
2011,17.299,1018.2,90.191,4.8204,30.74,1100.4,534.16,154.54,13.742,1.1915,61.489
2015,17.279,1012.2,77.817,4.3116,30.891,1100.0,541.15,153.06,13.403,1.9944,53.514
2014,24.452,1011.9,68.244,3.9866,23.598,1071.4,549.97,123.12,11.46,1.8311,52.575
2011,7.6019,1027.3,79.166,4.5576,25.564,1090.6,545.45,142.58,12.375,1.064,76.408
2013,11.579,1006.5,97.478,3.9599,32.508,1100.0,530.14,160.6,13.844,0.82415,68.531
2015,15.892,1001.5,73.278,4.0297,35.413,1099.9,544.02,151.68,13.277,2.1587,63.762
2013,20.972,1009.8,93.856,4.3748,23.977,1082.4,550.17,128.29,11.704,2.4485,58.766
2012,18.905,1007.5,91.509,4.3746,25.193,1088.8,550.17,134.42,11.963,0.45226,64.255
2015,21.395,1008.1,69.387,2.868,19.755,1049.0,550.22,108.64,10.441,4.397,54.807
2012,4.0341,1006.8,88.826,2.7018,22.964,1080.0,549.99,132.97,11.635,1.8287,81.187
2012,14.375,1013.4,95.098,4.3706,23.089,1077.6,549.84,126.93,11.502,2.4331,66.27
2013,24.334,1013.1,86.046,4.4017,23.319,1078.5,550.02,124.1,11.608,2.823,53.578
2013,15.847,1020.6,88.976,3.1663,24.863,1083.6,549.93,133.26,11.99,0.93293,61.359
2014,30.993,1011.5,69.304,4.1911,24.216,1073.6,550.06,122.06,11.544,1.7807,47.398
