year,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
2011,16.495,1019.3,46.611,4.4405,30.775,1100.0,532.11,156.7,13.786,0.5522,62.114
2015,18.672,1003.5,82.186,4.1802,30.092,1099.9,544.43,150.97,13.246,1.687,54.058
2014,23.378,1005.5,88.973,4.9632,30.511,1100.0,544.97,147.94,13.201,1.3772,54.072
2014,14.078,1016.5,72.001,3.6868,25.382,1079.1,549.85,133.91,12.028,1.3056,63.17
2013,11.85,1011.1,78.123,4.2301,32.514,1099.9,529.93,160.13,13.912,0.8528,74.87
2015,21.728,1018.1,83.025,3.1285,20.232,1054.1,549.93,111.93,10.705,4.9115,53.799
2012,25.698,1012.4,52.894,4.46,25.859,1092.0,550.13,133.77,12.183,0.91512,69.347
2013,13.89,1011.3,92.947,3.3609,24.761,1087.5,550.1,134.8,11.987,1.5252,69.461
2015,8.3891,1016.3,75.936,4.0948,33.02,1099.9,532.99,162.78,14.022,2.8722,60.582
2014,27.935,1006.8,67.641,5.0814,29.678,1100.1,547.88,145.43,13.068,1.4963,57.793
2013,12.113,1012.1,82.718,4.2689,32.16,1100.0,531.77,158.48,13.794,0.91859,63.521
2012,22.119,1016.1,88.455,3.4724,20.282,1059.5,549.93,110.75,10.623,3.4656,50.273
2015,25.87,1013.0,65.975,4.6622,30.404,1100.1,543.34,148.72,13.335,1.3648,41.4
2013,21.01,1010.5,89.245,3.684,25.253,1089.0,550.03,132.99,12.077,1.4318,70.696
2015,11.093,1015.3,70.745,3.0713,22.08,1066.6,549.99,124.45,11.352,3.2292,62.36
2011,32.362,1003.9,59.838,4.437,29.441,1100.1,543.03,145.3,13.048,0.22763,53.844
2012,29.136,1012.0,50.869,4.227,26.13,1093.2,549.77,133.8,12.232,1.4016,67.447
2011,19.022,998.67,74.609,3.5614,19.865,1057.6,549.98,112.32,10.616,2.9618,69.303
2011,15.578,1013.6,57.705,4.1493,29.439,1100.2,537.42,153.75,13.411,1.3146,69.477
2011,12.502,1007.8,96.287,4.8115,26.52,1089.4,544.75,140.09,12.469,1.2687,72.303
2015,7.7092,1019.0,82.096,3.4001,24.656,1082.9,550.28,137.35,12.09,2.8759,69.684
2013,23.777,1011.9,93.27,4.1197,20.195,1059.2,550.04,110.36,10.613,4.0224,45.326
2011,20.746,1011.1,86.661,3.1182,19.962,1059.5,549.96,112.36,10.736,2.0381,56.655
2015,13.244,1004.8,78.75,2.7786,25.277,1049.7,549.31,112.05,10.496,5.3475,64.601
2014,25.968,1013.0,62.401,5.2518,30.344,1099.8,544.77,147.89,13.196,1.1235,55.552
2011,14.603,1021.9,72.09,5.0659,31.959,1099.7,531.24,157.6,13.82,0.88622,66.694
2014,6.2266,1020.3,91.013,3.4157,24.128,1073.6,549.84,132.65,11.754,1.4579,65.25
2014,10.752,1021.9,95.489,4.5209,33.791,1099.9,534.41,162.32,14.033,1.1645,82.832
2015,25.281,1009.1,69.565,3.696,25.201,1081.3,550.01,130.96,11.882,1.9682,54.538
2013,5.18,1020.6,91.641,3.0921,23.625,1083.4,549.93,133.52,11.756,2.3467,87.378
2014,13.442,1019.4,50.999,3.6564,25.26,1087.8,549.97,134.51,11.972,1.1463,64.12
2015,4.6461,1023.9,80.172,3.2296,22.17,1069.8,550.32,127.63,11.496,3.6518,67.014
2012,5.0159,1028.7,90.759,6.0522,34.567,1100.0,523.47,166.9,14.358,0.28401,61.866
2013,20.098,1009.2,99.48,3.9762,25.079,1088.9,549.83,133.73,12.085,7.3577,60.801
2013,21.019,1007.3,93.995,3.1604,19.575,1055.8,550.06,109.23,10.391,9.9324,53.231
2015,15.775,1007.9,85.715,4.2369,30.168,1100.1,543.13,152.04,13.377,1.4924,51.794
2014,19.167,1006.6,85.665,3.8796,25.71,1082.7,550.08,135.03,12.119,0.5783,60.216
2015,9.5177,1017.5,76.821,3.1827,28.005,1074.9,550.03,130.68,11.725,4.0424,68.883
2013,28.052,1001.0,45.375,4.0751,25.599,1089.3,549.81,132.54,12.044,0.29198,63.802
2011,7.0769,1022.9,85.156,4.1591,23.541,1083.6,549.99,133.33,11.822,0.86253,60.38
2012,32.756,1010.7,58.48,4.7804,28.336,1099.5,547.04,137.76,12.698,2.0368,68.083
2011,28.899,1014.5,62.475,4.1269,26.183,1094.6,549.88,134.34,12.284,0.24758,60.988
2015,26.05,1015.0,80.437,4.2792,29.261,1100.0,546.67,146.16,13.129,1.8109,51.819
2012,19.069,1014.3,96.528,4.9021,25.24,1089.6,550.39,134.04,12.078,2.9335,63.993
2011,13.246,1017.5,86.294,4.4066,23.901,1085.7,550.26,133.25,11.844,1.068,75.18
2011,28.873,1014.4,61.904,4.1353,26.128,1094.4,550.0,133.81,12.29,0.42908,60.469
2015,20.067,1014.0,75.141,3.8549,27.596,1095.1,549.55,142.75,12.642,1.7822,54.96
2012,13.303,1015.3,58.964,4.7452,24.615,1086.1,550.12,133.66,11.894,1.0508,81.573
2012,24.411,1018.6,65.098,4.3444,25.634,1092.5,550.14,133.65,12.193,1.5829,66.802
2011,7.1929,1024.0,67.739,3.8745,23.334,1083.5,550.04,132.93,11.708,1.8193,83.631
2012,16.397,1005.8,80.114,5.97,31.747,1100.2,534.83,155.85,13.579,0.69376,65.335
2015,7.3073,1015.2,65.111,2.6458,21.388,1049.7,546.41,115.7,10.695,6.9319,92.216
2011,10.722,1016.5,80.263,4.7526,32.739,1100.2,528.93,160.6,14.049,1.3484,71.115
2012,15.167,1004.3,93.862,4.4638,19.939,1057.5,550.01,112.69,10.382,3.7189,69.517
2014,14.866,1000.7,91.427,3.518,25.532,1078.0,549.95,134.22,11.974,1.7565,65.655
2011,11.353,1014.7,100.06,3.832,23.923,1085.4,549.99,133.69,11.841,1.0047,71.596
2011,21.469,1006.1,98.075,4.0544,25.336,1090.0,550.37,133.18,12.139,0.78592,57.8
2011,10.092,1018.4,89.794,3.9899,23.887,1085.7,550.03,134.33,11.971,0.6163,72.017
2012,7.7547,1013.6,89.279,3.9773,19.793,1040.1,537.68,111.72,10.651,6.7094,84.816
2012,21.538,1012.6,58.543,3.8931,18.981,1051.5,549.99,105.87,10.334,3.2079,64.429
2012,27.378,1009.9,89.55,4.2935,25.886,1091.5,550.25,133.14,12.105,1.5133,54.096
2011,21.187,1007.5,71.36,3.1009,19.727,1057.7,549.95,110.79,10.614,2.1925,59.334
2013,21.332,1011.5,79.763,3.6364,24.849,1087.2,549.72,131.68,12.014,2.0687,65.822
2011,28.791,1016.1,53.346,4.1166,25.996,1094.3,549.85,133.76,12.255,0.65165,63.315
2012,20.232,1017.3,80.925,4.3052,25.349,1089.9,549.93,132.85,12.073,1.3007,65.03
2014,27.79,1013.6,83.389,4.0331,23.402,1069.3,550.4,120.63,11.441,2.0296,46.146
2012,7.0321,1010.4,91.962,4.2651,23.936,1084.2,550.19,134.28,11.84,1.6717,80.6
2013,18.212,1020.1,71.2,4.183,32.488,1100.0,532.48,155.57,13.773,1.2041,72.325
2014,10.602,1015.5,99.873,3.3367,22.713,1063.9,549.98,124.49,11.234,1.4399,59.062
2011,21.654,1013.1,82.465,3.6504,25.192,1089.6,549.78,134.46,12.03,0.56567,59.455
2011,16.846,1021.1,88.586,3.9204,24.917,1087.7,548.2,134.76,12.154,2.3298,75.29
2011,17.119,1014.8,87.032,4.4487,31.245,1099.6,534.02,155.91,13.534,0.71426,57.977
2013,19.892,1020.7,87.445,3.2277,25.467,1090.3,549.7,134.43,12.104,2.3829,88.975
2014,31.473,1010.8,61.715,4.9681,29.906,1100.0,546.88,145.28,13.058,2.1389,49.76
2015,30.102,1005.7,56.18,4.2401,29.218,1099.8,548.08,145.39,12.957,2.0445,55.588
2015,11.205,1010.9,57.915,4.2038,32.428,1100.0,536.08,158.9,13.837,2.4453,64.299
2015,20.445,1018.0,49.139,3.1867,20.987,1058.3,549.96,115.05,10.894,3.5189,62.299
2013,26.058,1010.1,79.917,3.6964,20.322,1059.4,550.0,109.51,10.672,4.6034,49.335
2013,10.482,1014.5,89.992,4.2709,32.646,1099.9,529.95,160.28,13.919,1.4942,71.385
2011,28.879,1007.2,46.601,4.4506,29.951,1097.7,538.94,146.6,13.195,0.61635,62.938
2014,12.847,1018.7,90.872,3.5542,25.293,1078.5,549.96,134.55,11.992,1.8427,62.651
2014,33.922,1005.7,55.066,4.2146,24.584,1074.2,550.09,121.76,11.699,2.0916,48.947
2015,16.627,999.54,84.79,3.455,23.829,1074.6,550.33,129.23,11.688,2.7578,50.52
2013,11.457,1007.7,71.858,3.0677,24.473,1086.0,550.07,134.67,11.959,1.4147,78.75
2015,14.891,1016.0,74.274,3.1919,22.936,1072.0,549.6,126.9,11.505,2.81,56.67
2011,26.505,1010.9,50.941,4.485,30.024,1099.6,540.51,144.14,13.307,0.44111,68.603
2014,9.8621,1011.2,93.379,3.21,21.319,1058.8,549.83,119.36,10.936,2.6257,56.846
2012,8.3284,1011.4,93.426,3.8435,33.542,1099.9,525.82,165.82,14.23,0.81033,65.021
2015,14.129,993.29,67.684,3.038,25.494,1061.7,550.17,121.13,10.984,4.1281,69.825
2011,19.33,1009.9,88.5,3.2151,20.015,1059.7,549.91,112.21,10.495,3.4572,61.493
2014,6.5213,1030.7,88.799,3.5805,25.151,1082.0,550.14,135.63,12.055,0.92027,66.413
2013,13.972,1014.0,96.335,3.7939,29.554,1099.9,541.85,150.03,13.154,1.6843,82.404
2011,8.0019,1013.3,70.238,4.1872,23.965,1086.1,550.15,133.67,11.887,1.2368,82.028
2015,9.8615,1010.9,73.817,3.2776,28.226,1076.7,550.07,132.03,11.822,3.2615,66.868
2011,21.117,1000.9,65.368,4.8126,25.006,1088.5,550.07,133.23,12.107,1.0126,71.623
2013,19.55,1018.7,74.369,4.1137,31.968,1099.8,534.48,154.04,13.664,1.0109,71.671
2013,13.171,1010.3,82.223,3.0935,24.071,1085.3,549.96,133.72,11.903,2.3157,72.202
2013,14.637,996.31,84.806,2.6169,19.331,1053.6,550.0,109.71,10.306,4.1643,55.911
2013,26.112,1011.4,54.37,4.2925,25.457,1091.2,550.32,133.08,12.136,1.7521,69.463
2012,17.137,1014.7,93.564,4.5068,24.668,1087.2,549.93,132.74,12.024,1.6259,63.369
2011,26.19,1015.9,56.984,4.0165,25.75,1092.7,549.84,133.71,12.124,0.31917,64.213
2015,12.952,1012.9,77.489,2.6083,23.877,1045.0,549.87,108.3,10.314,5.8547,72.193
2011,19.811,1017.5,90.253,4.9318,30.504,1100.2,535.0,152.14,13.625,1.3033,60.449
2011,6.1867,1012.3,91.762,4.0763,23.676,1084.7,549.82,133.68,11.823,3.3546,86.078
2012,4.3607,1027.8,87.073,5.9956,34.562,1100.1,523.72,167.74,14.367,0.45674,61.88
2013,27.554,1007.4,65.294,4.2834,25.964,1092.5,549.92,133.95,12.188,1.7576,64.125
2013,26.101,1008.7,88.5,6.1004,29.977,1100.1,541.58,145.54,13.143,1.606,71.901
2014,16.499,1014.9,98.213,4.4779,24.499,1078.6,549.94,130.57,11.842,1.7282,57.685
2012,28.542,1017.4,49.822,3.5644,20.68,1062.0,549.97,110.79,10.742,2.2641,49.794
2013,20.49,1010.2,97.629,3.3823,19.619,1055.8,549.98,109.14,10.487,4.6254,53.955
2013,8.0316,1003.1,97.78,3.0052,23.604,1082.0,549.94,132.97,11.764,2.2932,80.477
2014,21.623,1002.4,82.107,3.7722,25.384,1080.5,549.86,132.83,11.99,2.048,58.269
2012,16.47,1001.3,82.837,3.8769,30.948,1099.9,534.06,156.22,13.593,0.95229,72.172
2014,13.853,1013.0,88.024,2.3797,20.757,1045.0,550.18,108.23,10.3,3.788,67.366
2013,21.71,1017.9,68.33,3.5106,25.017,1089.4,549.85,133.18,12.009,1.9417,66.936
2012,18.487,1015.4,92.56,3.5752,19.709,1057.0,550.07,111.05,10.491,4.4569,61.807
2012,17.671,1009.0,79.792,4.2459,25.024,1088.3,550.07,133.86,11.991,1.3837,69.618
2012,29.105,1010.0,73.51,4.2463,26.262,1093.5,550.11,133.83,12.235,1.2008,69.758
2015,28.242,1009.2,67.783,4.3139,29.628,1099.8,546.15,146.44,13.145,1.9161,54.455
2015,19.068,1023.9,70.931,3.1011,19.521,1051.6,550.01,110.52,10.538,4.1653,51.942
2011,13.702,1009.7,98.992,4.3343,29.681,1100.0,537.16,155.06,13.333,0.71651,64.579
2015,28.278,1007.7,37.686,3.3321,22.461,1065.6,549.94,119.49,11.189,2.3402,52.025
2014,20.06,1009.2,94.692,5.0587,30.546,1099.8,544.23,149.48,13.29,1.2845,55.146
2012,7.82,1027.7,70.33,4.4907,24.268,1087.2,549.97,136.24,11.922,1.268,81.503
2015,25.216,1013.6,50.392,4.5728,29.907,1100.0,544.44,149.55,13.251,1.5172,58.698
2015,31.115,1007.3,62.654,4.3669,28.97,1099.8,548.63,144.72,12.96,1.706,53.69
2013,18.43,1014.5,82.262,3.3418,25.031,1087.4,550.12,132.84,11.943,1.9141,71.26
2013,17.28,1016.8,86.307,3.419,26.732,1095.4,549.38,139.78,12.452,1.129,71.509
2012,25.65,1008.9,88.371,4.3129,25.948,1091.4,550.41,134.25,12.227,1.1032,58.825
2015,12.712,1002.1,65.63,3.1691,25.612,1073.4,549.97,129.89,11.618,3.6507,65.274
2011,12.972,1005.0,93.668,4.5652,26.863,1089.7,544.11,141.6,12.523,1.3598,70.653
2011,18.699,1019.0,41.826,3.6499,24.677,1088.9,550.01,134.12,11.969,1.6162,77.486
2015,23.214,1015.3,57.87,3.715,26.335,1088.2,549.2,137.21,12.323,1.9683,56.563
2011,23.547,1005.0,98.655,3.3887,20.46,1060.7,550.04,112.78,10.593,1.6673,49.64
2013,15.992,1004.1,91.204,3.3978,24.756,1086.5,550.0,133.59,11.918,1.547,68.643
2012,29.9,1010.3,43.562,4.8047,30.349,1099.6,539.84,147.4,13.264,0.39045,64.78
2015,32.029,1006.8,48.417,4.3192,29.261,1099.8,547.93,146.3,12.973,1.6994,56.757
2013,6.1731,1020.9,91.118,3.3192,24.955,1088.6,549.76,135.08,12.016,0.85563,71.536
2012,26.33,1005.6,56.663,4.1282,25.965,1092.0,549.64,134.47,12.195,0.72303,63.522
2011,25.716,1004.0,67.274,3.0892,20.174,1058.9,549.9,110.8,10.591,1.8828,54.369
2012,24.472,1016.6,69.229,4.3402,25.644,1091.8,549.92,133.77,12.176,0.73498,64.202
2015,-0.76101,1021.7,67.056,2.508,19.129,1052.0,549.65,114.36,10.613,4.819,91.878
2015,18.089,1019.2,74.353,3.471,24.21,1078.0,550.08,129.96,11.739,2.9168,53.348
2015,9.5386,1012.6,84.35,2.6995,18.344,1033.4,543.5,105.06,10.158,7.2318,89.071
2015,14.609,1007.6,63.861,2.8447,25.372,1058.5,549.9,117.77,10.877,2.8504,66.574
2011,8.8955,1010.9,66.903,5.303,32.963,1099.9,528.32,162.35,13.979,1.0292,70.312
2012,8.999,1021.1,89.396,2.1996,19.117,1038.3,537.45,109.47,10.528,10.057,93.431
2015,19.161,1009.2,85.865,3.0764,20.826,1057.2,550.32,115.2,10.796,4.0911,52.036
2013,23.636,1003.2,78.915,4.2838,25.906,1092.5,550.0,135.39,12.132,1.3304,68.818
2012,22.863,1016.6,76.472,4.3102,25.56,1091.8,550.07,133.74,12.154,0.71738,64.439
2012,27.001,1008.6,92.454,4.3579,26.203,1092.2,550.17,133.7,12.183,1.9582,55.774
2011,23.973,1013.1,93.011,3.2156,20.332,1060.5,550.1,111.72,10.682,2.3962,47.395
2013,24.389,1010.5,79.596,3.6357,21.115,1065.6,549.92,114.97,10.857,3.1024,52.399
2011,21.391,1009.9,75.004,3.0038,19.823,1058.2,550.03,111.01,10.64,2.3862,61.513
2013,21.322,1018.7,72.247,3.4628,24.702,1088.2,550.18,132.41,11.97,1.6191,66.212
2015,25.342,1012.1,46.805,4.3262,30.401,1100.0,543.37,150.22,13.354,1.7948,49.631
2012,19.823,1005.5,73.337,6.0106,31.18,1099.8,537.22,152.64,13.556,1.4756,67.034
2015,10.909,1006.0,90.808,3.7676,30.713,1079.4,548.81,134.8,11.973,3.0201,61.31
2011,17.048,1017.6,81.225,4.537,29.061,1099.9,539.65,150.79,13.218,0.91347,67.625
2013,15.253,1013.1,79.905,2.4546,19.466,1054.0,549.82,109.18,10.412,5.6145,75.593
2015,14.256,1012.2,65.233,3.2005,27.249,1076.6,549.84,131.21,11.67,3.3044,64.474
2014,16.54,1016.1,64.798,3.8465,31.849,1099.9,538.87,154.83,13.647,2.8278,64.426
2013,15.284,1005.2,82.678,3.2132,24.763,1087.4,550.07,135.01,11.902,1.6609,75.724
2012,23.544,1012.0,85.273,4.4461,25.883,1091.4,550.24,133.73,12.134,1.4923,63.726
2013,11.038,1015.2,84.582,2.5957,18.851,1049.0,546.27,109.37,10.426,7.8435,95.782
2015,11.247,1011.0,58.618,4.1338,31.853,1100.0,538.13,157.56,13.718,4.3397,67.012
2014,5.911,1018.0,95.227,3.3489,24.786,1076.8,549.62,134.89,11.887,0.56681,67.691
2011,18.623,1004.7,75.659,2.9279,18.839,1051.5,549.71,107.53,10.384,3.6067,68.859
2011,7.3684,1016.5,80.09,3.4476,19.166,1057.7,550.13,111.73,10.53,3.0735,99.47
2015,5.0192,1020.2,82.043,2.7776,19.969,1047.9,546.09,114.8,10.721,7.3797,78.902
2011,6.8973,1016.7,88.241,4.6468,32.598,1100.4,527.78,163.61,14.056,0.051019,66.859
2015,12.073,1019.3,77.094,3.4359,27.098,1082.8,550.32,136.13,12.121,3.8458,66.427
2013,12.692,1013.9,100.07,3.266,24.732,1085.3,550.09,132.7,11.891,1.1945,63.584
2011,11.263,1016.2,74.806,5.025,32.361,1099.9,529.03,160.78,14.035,0.9215,68.639
2014,13.701,1016.8,78.332,3.5657,25.239,1078.1,549.91,134.21,11.993,1.3348,64.405
2015,2.8899,1021.9,75.523,2.9342,22.58,1071.4,549.75,130.0,11.552,3.5399,80.551
2015,16.126,1028.7,55.654,3.3245,23.892,1078.6,549.6,130.91,11.833,2.3206,55.89
2011,13.765,1017.2,95.656,3.5926,23.939,1086.3,549.95,133.72,11.911,1.2288,69.366
2011,19.758,1007.8,89.431,3.6988,25.108,1089.5,549.78,134.61,11.914,0.74672,63.413
2014,7.4143,1013.8,98.343,5.3817,36.203,1099.7,519.35,167.64,14.617,0.47151,67.097
2014,21.098,1020.0,81.142,5.499,31.771,1100.0,539.54,151.57,13.578,1.2927,54.483
2014,27.277,1006.3,74.951,4.0261,25.245,1079.2,549.99,128.66,11.846,0.73163,45.575
2012,8.0643,1007.7,91.38,4.1492,23.747,1083.2,549.94,133.71,11.83,1.5596,79.723
2015,12.025,1012.7,77.513,2.5217,19.864,1047.5,550.33,110.29,10.371,4.7987,70.344
2011,15.568,1019.9,80.843,4.5032,28.786,1099.9,540.3,150.25,13.25,1.147,70.119
2013,30.495,1013.3,56.88,4.9895,26.171,1093.9,550.14,132.79,12.266,2.4933,68.317
2012,16.602,1012.7,97.778,5.5747,31.273,1100.0,535.35,153.13,13.56,3.4456,57.13
2012,16.77,1015.8,75.295,4.1592,24.917,1087.9,549.94,133.73,11.969,1.4443,69.92
2015,23.44,1012.5,80.397,3.9076,24.832,1080.5,550.29,130.57,11.992,1.6142,44.306
2012,26.245,1006.9,86.547,4.8249,30.228,1099.7,540.77,147.04,13.207,1.8196,58.519
2012,5.5905,1016.7,78.114,3.8906,33.969,1100.2,524.29,168.12,14.346,0.67155,63.318
2015,-1.4042,1021.1,68.896,2.4012,18.991,1040.7,543.56,112.05,10.534,9.1157,106.53
2013,24.761,1013.2,42.713,3.9248,25.468,1092.0,550.08,134.73,12.167,1.0663,74.676
2011,10.34,1015.5,94.16,4.4086,23.878,1085.0,550.07,133.67,11.866,1.1852,76.127
2012,21.818,1013.2,90.584,4.1894,25.542,1090.6,549.77,133.7,12.107,2.9338,78.789
2015,23.509,1014.1,70.388,2.9287,19.885,1050.3,549.75,108.93,10.522,4.576,49.573
2014,15.136,1013.6,79.866,3.6297,25.535,1079.5,550.25,134.84,11.913,1.1319,60.53
2012,19.774,1004.0,80.116,5.2671,25.432,1089.2,550.11,134.06,12.107,1.5201,73.059
2013,13.466,1007.5,100.13,4.2388,31.782,1099.3,534.94,154.7,13.545,1.283,78.44
2015,3.8638,1027.7,91.714,4.1581,25.649,1089.5,549.71,143.25,12.413,2.5587,64.824
2011,22.393,1016.3,95.884,3.896,25.603,1092.2,550.16,134.56,12.183,0.66772,60.665
2014,4.4774,1018.4,96.659,2.9254,19.634,1037.1,543.6,110.08,10.446,5.6817,89.296
2012,23.721,1011.8,72.162,5.1652,25.427,1090.0,550.39,132.73,12.183,0.84171,60.267
2011,19.01,1005.6,85.122,3.1666,19.998,1058.2,549.96,111.78,10.691,3.5758,61.688
2011,22.27,1007.4,84.099,4.0746,25.714,1091.1,549.6,133.75,12.079,1.4003,64.995
2015,27.536,1010.8,50.452,3.7943,26.346,1088.7,550.06,136.43,12.346,1.4288,55.309
2015,31.369,1003.6,49.659,4.2988,30.047,1100.1,546.2,146.72,13.088,2.3224,55.516
2013,13.614,1006.9,100.13,4.1926,32.025,1100.0,534.34,155.61,13.674,1.3046,77.024
2011,27.638,1017.0,57.86,4.1522,25.954,1094.5,550.37,133.77,12.241,1.1105,65.651
2013,14.785,1022.9,94.994,3.1534,24.601,1079.4,549.96,133.22,11.921,1.1615,60.868
2015,10.378,1023.6,78.599,2.5691,23.237,1045.1,549.57,108.23,10.291,7.4105,77.265
2015,21.862,1013.0,58.532,3.6654,29.032,1092.6,549.68,140.02,12.486,1.2556,58.753
2013,22.925,1003.2,57.173,3.9228,25.362,1090.0,549.95,134.23,12.046,1.6463,68.947
2012,4.3657,1021.6,85.528,3.9574,20.263,1025.6,525.72,111.35,10.652,12.786,112.27
2014,24.862,1013.1,70.16,4.6862,30.915,1100.0,543.0,151.35,13.353,1.6703,58.735
2014,10.036,1017.1,87.975,3.5319,24.953,1077.4,550.29,134.18,11.836,1.1916,61.022
2015,24.288,1011.5,75.256,3.8159,24.979,1081.0,549.84,131.18,11.963,2.1785,55.229
2012,21.927,1011.0,82.311,4.1,25.64,1092.0,550.16,135.7,12.23,2.6033,72.079
2012,10.621,1029.3,73.842,5.8542,33.148,1100.0,527.99,161.27,14.073,0.56372,59.418
2014,29.181,1007.4,73.402,5.199,30.42,1100.0,545.9,146.0,13.146,1.5648,52.56
2011,17.347,1019.1,62.818,4.5494,24.417,1086.5,550.13,132.77,11.873,1.3483,71.81
2011,13.075,1015.2,57.259,5.1612,32.061,1099.8,531.22,158.32,13.813,0.3336,66.409
2015,19.402,1008.2,71.427,3.8333,27.287,1094.3,549.87,142.56,12.539,1.7343,54.775
2015,23.856,1014.6,74.297,3.9277,24.999,1081.7,550.35,131.25,11.907,1.9308,53.223
2015,10.849,1017.5,65.8,3.3409,26.907,1082.4,549.65,136.09,12.099,3.1215,69.589
2013,24.956,1012.4,89.056,5.0985,25.874,1092.4,550.3,134.08,12.251,1.4003,58.588
2012,21.181,1013.8,57.676,4.2238,25.137,1089.9,549.76,133.82,12.081,1.7549,71.475
2015,24.205,1012.4,76.556,3.816,24.785,1079.8,550.26,129.87,11.849,1.9628,52.268
2012,16.604,1009.2,98.867,4.5439,19.464,1054.4,550.03,109.62,10.401,3.7063,69.135
2011,7.5866,1014.4,77.59,4.3274,26.132,1088.1,544.04,141.43,12.447,0.67287,77.476
2011,20.477,1015.3,84.621,3.8458,25.276,1091.1,549.82,135.24,12.134,0.59698,61.369
2012,9.8731,1024.8,80.853,5.6948,32.956,1099.9,529.11,161.1,13.939,0.24652,64.458
2015,20.104,1017.3,88.234,2.9633,20.208,1053.4,550.11,112.04,10.58,3.6652,48.803
2014,7.4752,1009.9,95.709,3.5903,24.351,1076.9,549.88,134.3,11.692,1.3055,63.868
2012,20.863,1007.1,75.835,3.0559,25.005,1088.5,549.93,134.09,12.021,1.3339,73.544
2014,12.864,1010.6,91.568,3.675,25.47,1087.4,549.99,134.66,11.912,1.327,60.841
2012,7.9429,1015.1,81.107,5.7908,32.983,1099.9,528.81,162.66,13.992,0.27957,61.262
2014,13.141,1009.1,68.272,3.6194,25.43,1087.1,549.92,134.82,11.912,1.4761,63.881
2012,25.066,1016.0,64.698,3.6191,22.256,1067.8,547.54,117.91,11.155,3.7603,58.075
2012,16.478,1014.9,74.475,3.3322,19.347,1055.2,549.9,109.76,10.362,5.4352,67.285
2015,25.615,1007.1,50.138,3.6695,26.207,1087.0,549.79,135.77,12.223,1.4904,57.354
2013,22.506,1012.4,95.344,4.0113,20.934,1064.1,550.17,114.25,10.836,3.2126,51.781
2011,31.843,1004.4,67.433,4.471,29.16,1099.7,543.47,144.5,12.87,0.71337,52.718
2014,12.487,1012.3,89.683,3.6392,25.133,1087.1,550.2,134.11,11.996,0.80565,60.918
2013,15.785,1014.8,91.842,4.0451,31.976,1100.1,534.34,154.46,13.597,0.71444,76.119
2011,20.598,1011.9,90.128,3.563,22.728,1075.1,550.17,122.65,11.436,1.6815,58.985
2015,9.5942,1008.5,83.038,3.0656,26.613,1073.8,550.02,130.72,11.603,3.5847,68.08
2013,29.23,1009.9,58.394,4.6309,26.431,1095.8,549.81,134.77,12.42,0.75419,64.503
2012,6.6236,1006.2,93.775,5.3191,23.882,1082.3,549.99,133.93,11.628,1.4832,81.881
2013,23.679,1009.3,55.588,3.7949,25.334,1090.3,550.35,133.5,12.184,1.7635,73.7
